aircraft_id,unit_id,component,cycle,vibration,temperature,pressure,RUL,true_anomaly,life_length
AC-001,AC-001-engine-1,engine,1,0.31882823135970356,540.2499992609162,38.69751939034872,130,0,163
AC-001,AC-001-engine-1,engine,2,0.3026245561908627,548.4394878550233,39.98199443133985,130,0,163
AC-001,AC-001-engine-1,engine,3,0.28309155473544173,554.4435667119822,40.77508201032827,130,0,163
AC-001,AC-001-engine-1,engine,4,0.30159160646129246,555.7190093018054,40.46269169762861,130,0,163
AC-001,AC-001-engine-1,engine,5,0.2832375765393167,551.9731340250457,39.03358982944689,130,0,163
AC-001,AC-001-engine-1,engine,6,0.31817873917379874,549.9366777957406,39.80429793605201,130,0,163
AC-001,AC-001-engine-1,engine,7,0.2872113236740048,556.3662916984513,39.830716481271935,130,0,163
AC-001,AC-001-engine-1,engine,8,0.29251741359701033,548.57054531542,40.51303860705962,130,0,163
AC-001,AC-001-engine-1,engine,9,0.30868078086950146,552.4828545969916,40.40643167710176,130,0,163
AC-001,AC-001-engine-1,engine,10,0.344526655205335,548.4854453366098,39.457646992032004,130,0,163
AC-001,AC-001-engine-1,engine,11,0.28577392629243265,553.7060968193023,41.09253885525617,130,0,163
AC-001,AC-001-engine-1,engine,12,0.3001599834375156,546.5444470178746,39.13215998269786,130,0,163
AC-001,AC-001-engine-1,engine,13,0.31587421414408856,554.5908803633378,40.49226789697018,130,0,163
AC-001,AC-001-engine-1,engine,14,0.2900094641025606,552.175146635658,40.05766966250367,130,0,163
AC-001,AC-001-engine-1,engine,15,0.3081846041074133,555.52156483144,40.155847421257654,130,0,163
AC-001,AC-001-engine-1,engine,16,0.3179141514225279,551.6627476188886,40.21203708471505,130,0,163
AC-001,AC-001-engine-1,engine,17,0.31752056672987633,544.2098549102817,39.59331007763193,130,0,163
AC-001,AC-001-engine-1,engine,18,0.2960801452430236,548.4823769148297,39.62730044514879,130,0,163
AC-001,AC-001-engine-1,engine,19,0.3360130947331,547.5390931324374,40.85958024777527,130,0,163
AC-001,AC-001-engine-1,engine,20,0.273117417319387,550.3956565242026,40.042311949519174,130,0,163
AC-001,AC-001-engine-1,engine,21,0.31919367768593826,555.8383979446943,40.66056090526654,130,0,163
AC-001,AC-001-engine-1,engine,22,0.301223021984592,550.1930398623763,40.7122421313983,130,0,163
AC-001,AC-001-engine-1,engine,23,0.3051336033664951,546.3592513973493,38.707429410634255,130,0,163
AC-001,AC-001-engine-1,engine,24,0.2913666846424202,555.4667213310181,39.968990529626964,130,0,163
AC-001,AC-001-engine-1,engine,25,0.3243953520058915,551.0982393841479,39.97035044797385,130,0,163
AC-001,AC-001-engine-1,engine,26,0.323961241429725,551.9517053306811,40.25322975221735,130,0,163
AC-001,AC-001-engine-1,engine,27,0.2991085774186459,551.9574546182793,39.39875817284649,130,0,163
AC-001,AC-001-engine-1,engine,28,0.2893618400815573,556.4922224852256,39.29453307324904,130,0,163
AC-001,AC-001-engine-1,engine,29,0.31449392618500954,556.756080014391,40.19330373051073,130,0,163
AC-001,AC-001-engine-1,engine,30,0.3285510308707877,554.1652563442487,39.30570917788772,130,0,163
AC-001,AC-001-engine-1,engine,31,0.31468212341783874,546.5366990523107,38.26352774738195,130,0,163
AC-001,AC-001-engine-1,engine,32,0.2908895283972719,550.3131749477693,40.0914449708237,130,0,163
AC-001,AC-001-engine-1,engine,33,0.3003348466093105,553.744984587626,40.97132736060364,130,0,163
AC-001,AC-001-engine-1,engine,34,0.31245392943119343,559.6701138805755,38.718307495947066,129,0,163
AC-001,AC-001-engine-1,engine,35,0.3166391128947382,551.5895148524748,39.29211600761783,128,0,163
AC-001,AC-001-engine-1,engine,36,0.338756556064666,548.0704625082243,40.04419442904776,127,0,163
AC-001,AC-001-engine-1,engine,37,0.32794150868934946,554.1141047512311,38.14173242751903,126,0,163
AC-001,AC-001-engine-1,engine,38,0.3258996641879256,554.8255312982957,39.79788378408984,125,0,163
AC-001,AC-001-engine-1,engine,39,0.32619826839881993,565.8803800224897,39.30266703051185,124,0,163
AC-001,AC-001-engine-1,engine,40,0.30662930115437514,559.1767048713076,39.73823222162843,123,0,163
AC-001,AC-001-engine-1,engine,41,0.35565490209384104,562.8750744651105,39.85071727090005,122,0,163
AC-001,AC-001-engine-1,engine,42,0.3591429820594019,553.1852449113057,38.829103147516726,121,0,163
AC-001,AC-001-engine-1,engine,43,0.3127850531166371,557.619903522894,38.06657479564818,120,0,163
AC-001,AC-001-engine-1,engine,44,0.34549311265453114,558.9080818173026,37.94625870606191,119,0,163
AC-001,AC-001-engine-1,engine,45,0.3139859079313462,562.0473577125417,40.2283934202411,118,0,163
AC-001,AC-001-engine-1,engine,46,0.37577337729034516,575.5200443861922,39.77727593182694,117,0,163
AC-001,AC-001-engine-1,engine,47,0.31762314102064315,550.7717946417347,39.60257540152107,116,0,163
AC-001,AC-001-engine-1,engine,48,0.3227640995436034,559.846884142099,38.694162375165796,115,0,163
AC-001,AC-001-engine-1,engine,49,0.3378499958137702,567.7555664029126,39.43410077114138,114,0,163
AC-001,AC-001-engine-1,engine,50,0.3391698829573707,557.7597416991929,37.57256008288419,113,0,163
AC-001,AC-001-engine-1,engine,51,0.33432706173648286,563.1917933319485,40.984761559483005,112,0,163
AC-001,AC-001-engine-1,engine,52,0.3484032246309708,568.9074496722443,38.68652246010062,111,0,163
AC-001,AC-001-engine-1,engine,53,0.3238772472204946,559.7115647454266,38.428976201262735,110,0,163
AC-001,AC-001-engine-1,engine,54,0.39195777960861894,560.9839620082968,39.96047347111562,109,0,163
AC-001,AC-001-engine-1,engine,55,0.33317597787301423,570.3128577249907,39.474115029488,108,0,163
AC-001,AC-001-engine-1,engine,56,0.3499817740201906,566.0256276945139,38.40095395837768,107,0,163
AC-001,AC-001-engine-1,engine,57,0.3639498606053501,564.5393209964293,37.79611127488682,106,0,163
AC-001,AC-001-engine-1,engine,58,0.3314174237554308,568.2723264680566,40.56618147433358,105,0,163
AC-001,AC-001-engine-1,engine,59,0.3621576402431651,567.42169413858,39.237687331216826,104,0,163
AC-001,AC-001-engine-1,engine,60,0.3870933495994645,569.7276475740028,38.50510272889377,103,0,163
AC-001,AC-001-engine-1,engine,61,0.38514846982391593,571.4007169659164,40.41535251425878,102,0,163
AC-001,AC-001-landing_gear-2,landing_gear,1,0.1363215879498804,64.95299579284955,3086.174806192933,130,0,266
AC-001,AC-001-landing_gear-2,landing_gear,2,0.14821752763652218,58.85128602121525,3073.0382952271816,130,0,266
AC-001,AC-001-landing_gear-2,landing_gear,3,0.13895816266059852,57.317726908534745,3032.0900211183634,130,0,266
AC-001,AC-001-landing_gear-2,landing_gear,4,0.14610482784879683,59.98802633833263,2991.6921775340606,130,0,266
AC-001,AC-001-landing_gear-2,landing_gear,5,0.15345524404641547,64.22774548783623,3004.317249189284,130,0,266
AC-001,AC-001-landing_gear-2,landing_gear,6,0.1565538658569022,53.85711555851584,2997.2588054391376,130,0,266
AC-001,AC-001-landing_gear-2,landing_gear,7,0.14172351447158651,56.35394863036347,2955.6768691881884,130,0,266
AC-001,AC-001-landing_gear-2,landing_gear,8,0.14686228190256279,62.76127538103943,2933.137653954166,130,0,266
AC-001,AC-001-landing_gear-2,landing_gear,9,0.1505638902552449,58.56466338861931,2982.9294777371,130,0,266
AC-001,AC-001-landing_gear-2,landing_gear,10,0.1603455724867506,61.63554592659208,3066.021920748925,130,0,266
AC-001,AC-001-landing_gear-2,landing_gear,11,0.14883971623028353,57.93782369984006,2987.780997761888,130,0,266
AC-001,AC-001-landing_gear-2,landing_gear,12,0.15288287960924676,60.56024752179677,2944.5594985309062,130,0,266
AC-001,AC-001-landing_gear-2,landing_gear,13,0.15144230807123946,60.720512340747426,3124.4406078634674,130,0,266
AC-001,AC-001-landing_gear-2,landing_gear,14,0.16939171481087764,57.481821194860935,2983.9687820610457,130,0,266
AC-001,AC-001-landing_gear-2,landing_gear,15,0.13608106700746522,58.27557809316523,3013.8722847772897,130,0,266
AC-001,AC-001-landing_gear-2,landing_gear,16,0.162872601447166,57.86701950265475,2965.121837361187,130,0,266
AC-001,AC-001-landing_gear-2,landing_gear,17,0.12944611303801962,59.57326912739236,2944.4286038459386,130,0,266
AC-001,AC-001-landing_gear-2,landing_gear,18,0.14573590704354203,57.43810441997742,2992.5394021081647,130,0,266
