aircraft_id,unit_id,component,cycle,timestamp_utc,vibration_mm_s,temperature_c,pressure_psi,oil_debris_ppm,rotational_speed_deviation_pct,RUL,true_anomaly,life_length,split
AC-001,AC-001-engine-1,engine,1,2026-06-23T20:06:44Z,2.7300478539556825,624.6902218734136,46.66989191331676,2.465443882885038,-0.16451783676819595,130,0,165,train
AC-001,AC-001-engine-1,engine,2,2026-06-23T23:19:12Z,2.7942653969933366,625.6923198836481,45.71241980424943,2.067418793868542,0.2755370292481971,130,0,165,train
AC-001,AC-001-engine-1,engine,3,2026-06-24T07:38:09Z,1.93518028383711,626.3536870372147,47.92363057582755,1.6546198542535515,0.43576007538606104,130,0,165,train
AC-001,AC-001-engine-1,engine,4,2026-06-24T09:25:38Z,2.1391299494548117,617.2243825432724,42.61718463515595,1.622403930250722,-0.17573499432380124,130,0,165,train
AC-001,AC-001-engine-1,engine,5,2026-06-24T15:27:12Z,2.5781594598220754,616.3259625518637,43.712232471690584,2.5401768695914293,-0.05523734351820458,130,0,165,train
AC-001,AC-001-engine-1,engine,6,2026-06-24T17:41:44Z,2.4555815897452278,626.9028911363602,43.13494729074267,2.5750539914732973,0.05123333264107643,130,0,165,train
AC-001,AC-001-engine-1,engine,7,2026-06-24T23:39:25Z,2.556609157519659,618.5270255750647,44.204182046581025,2.0180578284633777,0.25930464666083886,130,0,165,train
AC-001,AC-001-engine-1,engine,8,2026-06-25T02:48:03Z,2.317423143410983,609.8747412630674,42.22547068009399,1.9717399333981702,-0.14802856176423562,130,0,165,train
AC-001,AC-001-engine-1,engine,9,2026-06-25T12:04:19Z,2.8492901203460796,611.0414053650405,46.24352503412468,2.5406714987327534,-0.03679167689131646,130,0,165,train
AC-001,AC-001-engine-1,engine,10,2026-06-25T11:42:21Z,2.831354746353195,612.7845409854622,44.52249675456279,1.7863741206547685,0.1166006364092616,130,0,165,train
AC-001,AC-001-engine-1,engine,11,2026-06-25T21:39:40Z,2.6307554601262835,624.1551562987004,42.018387410994684,1.866983398099583,0.0652149111699928,130,0,165,train
AC-001,AC-001-engine-1,engine,12,2026-06-26T00:16:56Z,2.9624055873160677,621.3604988682549,42.921238531799794,2.3459402876868274,-0.05642341068451488,130,0,165,train
AC-001,AC-001-engine-1,engine,13,2026-06-26T08:44:26Z,2.7781096995007157,625.7939552416174,45.57115992630535,2.052696564478903,-0.020073444677406172,130,0,165,train
AC-001,AC-001-engine-1,engine,14,2026-06-26T12:44:36Z,2.3940111479034893,616.9070226594419,46.611459747359014,2.188244548238863,-0.20623437125549726,130,0,165,train
AC-001,AC-001-engine-1,engine,15,2026-06-26T20:28:17Z,2.776668313824464,621.6545510691885,48.91908161809432,2.159993699025716,-0.03572606159619978,130,0,165,train
AC-001,AC-001-engine-1,engine,16,2026-06-26T22:48:02Z,2.3929104252220226,625.4585830320594,50.743096832841104,2.3300648226875995,-0.039958123501343264,130,0,165,train
AC-001,AC-001-engine-1,engine,17,2026-06-26T22:05:49Z,2.9589176244758804,618.0533616990878,45.733281676469346,2.6713035460009156,0.03482548344393839,130,0,165,train
AC-001,AC-001-engine-1,engine,18,2026-06-27T06:54:48Z,2.6954758449899012,624.2634625096565,42.91381632191975,2.2969837286246464,-0.08329908282285241,130,0,165,train
AC-001,AC-001-engine-1,engine,19,2026-06-27T09:12:16Z,2.6703193948386765,615.4020308468351,40.61656859556218,2.4842056139982898,0.07073077838177085,130,0,165,train
AC-001,AC-001-engine-1,engine,20,2026-06-27T15:53:33Z,2.5370677086660858,617.8884298092428,45.40319151972899,1.6976396152330104,0.15190737267297427,130,0,165,train
AC-001,AC-001-engine-1,engine,21,2026-06-28T02:01:11Z,3.1239128129687943,617.8418123168656,43.228332685412404,2.3201808498560443,0.023314399150269904,130,0,165,train
AC-001,AC-001-engine-1,engine,22,2026-06-28T04:53:21Z,2.72682286922994,611.4394694594453,44.00928547964063,2.1043576296653583,0.05276346125988052,130,0,165,train
AC-001,AC-001-engine-1,engine,23,2026-06-28T06:36:06Z,2.6609348405793902,625.0202331575342,43.60093036882253,2.0146266371885515,0.007973302136680105,130,0,165,train
AC-001,AC-001-engine-1,engine,24,2026-06-28T10:52:06Z,2.70025801723031,617.495472040073,44.52800500402673,2.1401713055543965,1.2658963712127064e-05,130,0,165,train
AC-001,AC-001-engine-1,engine,25,2026-06-28T18:32:18Z,2.9822628873635684,621.4850233853706,46.92534889132735,2.3271189037023245,-0.10823370503142711,130,0,165,train
AC-001,AC-001-engine-1,engine,26,2026-06-28T20:28:07Z,2.9490767160438045,625.3737335261945,45.09062606051052,2.7262485788545785,0.0474741392509962,130,0,165,train
AC-001,AC-001-engine-1,engine,27,2026-06-29T02:53:09Z,2.98033250677907,625.2511742227638,44.44173859038543,2.078055930634019,-0.014592989762023419,130,0,165,train
AC-001,AC-001-engine-1,engine,28,2026-06-29T10:23:50Z,3.003019003696301,627.1618064435482,42.66951894062937,2.5100247950934587,0.31397524633958923,130,0,165,train
AC-001,AC-001-engine-1,engine,29,2026-06-29T17:33:33Z,3.533712918926629,621.2194371437962,41.372617581665665,2.3808038947266708,0.23600323537128637,130,0,165,train
AC-001,AC-001-engine-1,engine,30,2026-06-29T21:14:47Z,2.7869215122698736,618.7984803489439,43.72986352069631,2.4533224933055577,0.05787698288347512,130,0,165,train
AC-001,AC-001-engine-1,engine,31,2026-06-29T19:03:00Z,2.7729777631193735,621.7337703845659,44.57474894795014,2.8783647295865578,-0.11445858145421513,130,0,165,train
AC-001,AC-001-engine-1,engine,32,2026-06-30T06:35:34Z,2.7004964923334174,609.0687437210022,48.197347430465555,2.765221547739988,-0.16686172079751269,130,0,165,train
AC-001,AC-001-engine-1,engine,33,2026-06-30T11:03:56Z,3.147569223812656,611.195824512715,44.90054904294577,3.0315861052897275,0.17867144296332976,130,0,165,train
AC-001,AC-001-engine-1,engine,34,2026-06-30T16:58:26Z,3.319779918420904,612.4059802586822,46.58333026171554,2.6109189050175527,0.03941238377207077,130,0,165,train
AC-001,AC-001-engine-1,engine,35,2026-07-01T01:02:00Z,2.965379145652912,615.2341467623411,43.59645012523575,2.4757101840545093,0.07202151050874162,130,0,165,train
AC-001,AC-001-engine-1,engine,36,2026-06-30T20:53:18Z,2.766150649752757,626.644692279973,42.201682715099835,2.6448706127658648,-0.2616878980461289,129,0,165,train
AC-001,AC-001-engine-1,engine,37,2026-07-01T05:37:21Z,2.789643389051858,616.4470154531489,42.61720449206418,2.8126202710131722,0.13911577223372712,128,0,165,train
AC-001,AC-001-engine-1,engine,38,2026-07-01T13:37:52Z,3.251108738897149,620.9200068051466,43.072192499027665,2.8209888846894735,0.06816305073215444,127,0,165,train
AC-001,AC-001-engine-1,engine,39,2026-07-01T13:15:12Z,3.29800046055797,634.6038385904542,48.75412954751496,2.471143961389964,-0.16656460266217168,126,0,165,train
AC-001,AC-001-engine-1,engine,40,2026-07-02T01:57:03Z,3.2572112480557025,621.6349849827114,42.82830102171652,2.852344078733396,-0.07072872111749234,125,0,165,train
AC-001,AC-001-engine-1,engine,41,2026-07-02T04:14:08Z,2.913997674810266,630.6708176506024,46.12127592813385,2.922691237916017,0.03955758065347793,124,0,165,train
AC-001,AC-001-engine-1,engine,42,2026-07-02T10:29:05Z,3.202826981606653,617.5979904162341,42.61100514795818,3.6387751298344564,0.007870019753436543,123,0,165,train
AC-001,AC-001-engine-1,engine,43,2026-07-02T11:59:41Z,3.1878523214524264,623.7304415584057,46.251906356327,3.4761769810222676,-0.04382567787053325,122,0,165,train
AC-001,AC-001-engine-1,engine,44,2026-07-02T20:30:36Z,3.2382588606889677,618.091674641364,45.12990193221172,2.6870178379710152,-0.015523240209894127,121,0,165,train
AC-001,AC-001-engine-1,engine,45,2026-07-03T02:12:02Z,3.454022128257325,623.3085204355608,44.01730271708051,2.8869158573943023,-0.03779660673103281,120,0,165,train
AC-001,AC-001-engine-1,engine,46,2026-07-03T05:09:55Z,3.27974676761793,633.0833335917573,44.21897081549773,2.5645074113948754,0.022884376815370287,119,0,165,train
AC-001,AC-001-engine-1,engine,47,2026-07-03T10:13:21Z,3.436548138048079,612.8936612505903,42.96017667525692,2.857002651035154,0.22072379594897354,118,0,165,train
AC-001,AC-001-engine-1,engine,48,2026-07-03T15:21:58Z,3.2734831511888554,630.5503644984605,45.13049151040218,3.1598331911777398,-0.38499876613969464,117,0,165,train
AC-001,AC-001-engine-1,engine,49,2026-07-03T17:35:08Z,3.3604081130411863,629.3511260379457,43.29631403105398,3.4581036112698245,-0.035527539676452634,116,0,165,train
AC-001,AC-001-engine-1,engine,50,2026-07-04T00:25:43Z,3.483647298854342,623.0819419336077,41.722342191473764,2.9090739249816924,0.026476863205867045,115,0,165,train
AC-001,AC-001-engine-1,engine,51,2026-07-04T05:28:12Z,2.8778265324198613,616.6643317183937,41.58429014061696,2.9632593306640223,0.044399098453064924,114,0,165,train
AC-001,AC-001-engine-1,engine,52,2026-07-04T11:51:48Z,3.2399065643948957,629.2193531521148,44.451291537923574,2.547270390969322,-0.05578718719819348,113,0,165,train
AC-001,AC-001-engine-1,engine,53,2026-07-04T18:27:29Z,3.215651337581919,624.8278833243892,47.22958747149856,3.174857919705577,-0.2635082673717874,112,0,165,train
AC-001,AC-001-engine-1,engine,54,2026-07-04T18:21:57Z,3.186173940682025,631.3588426624568,44.35601628499812,2.937377922660136,0.04919932255711645,111,0,165,train
AC-001,AC-001-engine-1,engine,55,2026-07-05T01:45:12Z,3.3164861912880754,630.1180718002311,43.76272334778024,3.1299562017446863,0.25910253212462775,110,0,165,train
AC-001,AC-001-engine-1,engine,56,2026-07-05T10:49:23Z,3.8688187431814876,643.2156336948618,44.53495806432905,3.0586541721037404,-0.23007921073742063,109,0,165,train
AC-001,AC-001-engine-1,engine,57,2026-07-05T10:18:51Z,3.1820089569724934,628.9571432917928,46.53795389663679,3.3265940409716968,0.12957420205472825,108,0,165,train
AC-001,AC-001-engine-1,engine,58,2026-07-05T15:10:16Z,3.753776789156288,623.1671425003813,44.32669888702524,2.860948224145803,-0.04927878346843408,107,0,165,train
AC-001,AC-001-engine-1,engine,59,2026-07-05T22:47:10Z,2.9800790235625456,633.2851196309988,43.02740173667963,2.9817782104052704,-0.009198651874327094,106,0,165,train
AC-001,AC-001-engine-1,engine,60,2026-07-06T05:26:42Z,3.406231470956168,634.1194467701685,46.02249477549168,4.094519709799266,-0.15793477660559235,105,0,165,train
AC-001,AC-001-engine-1,engine,61,2026-07-06T08:24:59Z,3.577388986231955,643.7544070242087,44.627430232295126,3.103599048321271,-0.0501684258533815,104,0,165,train
AC-001,AC-001-landing_gear-2,landing_gear,1,2026-05-12T17:53:51Z,1.3296992937949452,53.39965334662441,2193.789220814351,0.948504578777591,-0.1752098572726971,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,2,2026-05-13T04:00:59Z,1.3291789944670684,53.7651437974241,2198.2987631235046,0.8657832192952784,0.009418305823231218,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,3,2026-05-13T01:54:26Z,1.2880402721204023,59.088089854152585,2213.4834390300757,1.2815522917872602,0.12487577724105066,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,4,2026-05-13T14:44:49Z,1.5563033380532003,51.87857426225723,2256.7698186521684,0.9748074498599901,-0.10865678595905903,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,5,2026-05-13T14:34:45Z,1.1787892121561179,47.762239720694055,2133.194396665682,1.2683423033220993,0.03364009386898723,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,6,2026-05-13T23:37:36Z,0.9115930040466054,59.833727026272314,2129.4810990638116,1.0260922394943377,-0.09158234772964378,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,7,2026-05-14T04:22:43Z,1.4554490641707065,62.649330592360165,2134.1275223393986,1.0245091280300405,-0.06719120236796769,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,8,2026-05-14T12:47:02Z,1.148963680348345,53.78607265397931,2216.9783682752054,1.002811851821166,0.14773936341700353,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,9,2026-05-14T14:35:49Z,1.2367158772346118,49.192010190954164,2274.24548065397,1.0250181958945024,-0.0542557820111825,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,10,2026-05-14T18:29:31Z,1.419980616939751,54.07183308294355,2173.5623965885716,1.37187363284092,0.04622124890106247,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,11,2026-05-15T00:08:39Z,0.9863152153114435,54.145500022962146,2049.2237524387806,0.5682057418302803,-0.18712181160609873,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,12,2026-05-15T09:46:36Z,1.0420991772757628,54.43541038869535,2096.9580067948145,0.6359807828530604,0.18623175613948803,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,13,2026-05-15T13:07:07Z,0.9929275711602721,51.66616575135299,2149.0760659044117,0.9319590161767647,0.060265244630649896,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,14,2026-05-15T15:59:51Z,1.1173482945622784,56.746301708430195,2165.444082000854,1.0479365831673901,-0.018249984265026168,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,15,2026-05-15T21:33:14Z,1.3058363074299242,56.58257455316569,2174.2428988513366,1.1876184287420233,0.05755465099998948,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,16,2026-05-15T23:24:38Z,1.3220102460123677,50.52742057396707,2200.888340359187,1.148905007131465,-0.14098194289478103,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,17,2026-05-16T09:29:00Z,1.2883805650590372,57.10996844371889,2179.6848048823563,0.9822471998965198,0.11825307417526572,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,18,2026-05-16T09:17:46Z,1.0386452897844176,61.172334615510664,2261.154928373337,1.2678284798221562,-0.03239847754964302,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,19,2026-05-16T20:45:31Z,0.9077262691950616,55.5322273513462,2157.4273356665394,1.275092859257699,-0.020406951504843472,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,20,2026-05-17T00:23:03Z,1.2661350500902282,54.00660734523542,2146.0319739632364,1.111006525528726,-0.049165561496548445,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,21,2026-05-17T11:12:49Z,1.1910123813166291,54.59498387059258,2226.2751166250027,1.2719715481528366,-0.058065140274558474,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,22,2026-05-17T07:40:46Z,1.3345380727962224,56.86935300493326,2105.1644481578733,1.1393150552686666,0.06946706116284086,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,23,2026-05-17T15:21:24Z,1.3748275663356098,49.834339787083046,2220.433717969964,0.9779334818848134,0.02559068501042229,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,24,2026-05-18T01:17:33Z,1.2942263258274318,55.52248542850398,2202.943505229323,1.2353330718267785,0.065174814140304,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,25,2026-05-18T04:57:32Z,1.3915154299422239,53.86107102217124,2187.670718623299,1.123525067701247,-0.0008794689485571453,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,26,2026-05-18T05:25:25Z,1.3159308942185775,60.579282231144894,2291.529643517645,1.1073940199196899,0.051319981107718106,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,27,2026-05-18T12:54:27Z,1.365159669420639,54.516831941028755,2158.6052946989657,1.4075291263708696,-0.04188487439250384,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,28,2026-05-18T17:32:10Z,1.184095576833134,60.04675833861157,2319.2491512337115,0.628663113644212,0.22297318414095485,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,29,2026-05-18T23:25:10Z,1.2670461317348785,51.73582490207552,2181.787748891858,0.8412847253613476,-0.15679304164304986,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,30,2026-05-19T02:09:05Z,1.327739126321434,56.81298576229065,2118.3638792482666,0.8934746174946899,0.12609373235629845,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,31,2026-05-19T08:51:30Z,1.4255794190154871,56.01378368253478,2198.840126164764,1.0643851657333938,0.13679074507209707,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,32,2026-05-19T10:16:13Z,1.2477580093975649,52.453032666879515,2129.719179902202,1.092344115661064,-0.08521588059655938,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,33,2026-05-19T19:47:12Z,1.3893539981487009,55.597174634486294,2148.8263369264305,0.8481074290064348,0.22292736105559735,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,34,2026-05-20T01:45:27Z,1.275702635324554,58.70757845888262,2217.380336927741,0.9589246818792367,0.09954902829453183,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,35,2026-05-20T05:14:51Z,1.3023856694126055,54.103909636570215,2226.5087706350496,0.9902472374058727,0.09711390068229116,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,36,2026-05-20T06:57:43Z,1.448921603801521,50.00489006256175,2155.4481449476757,1.6604339282641127,0.002802218702587669,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,37,2026-05-20T18:39:16Z,1.030048911089451,55.0338165201901,2251.615732570263,1.535904043345923,-0.021722615821867644,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,38,2026-05-20T22:16:40Z,1.139088091170586,52.38519965790919,2261.4039615109536,1.099884130797647,-0.020940882703960814,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,39,2026-05-21T00:44:06Z,1.115818178890403,54.07165020298311,2277.702528843349,1.1162663931984518,0.03905305963195172,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,40,2026-05-21T07:01:56Z,0.9927260430129055,54.86035705994895,2222.849010554619,0.9659608719664621,0.14011862750338963,130,0,281,test
AC-001,AC-001-landing_gear-2,landing_gear,41,2026-05-21T09:09:56Z,1.2456860694198786,49.99485744364391,2272.4385667874008,0.8210627429155658,0.018131421786141962,130,0,281,test
